Definition,7,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,speed,1,,unknown,1,,heart_rate,1,,cadence,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603520",s,position_lat,"-455189555",semicircles,position_long,"1722625518",semicircles,distance,"0.0",m,speed,"1.194",m/s,unknown,"100",,heart_rate,"81",bpm,cadence,"55",rpm,enhanced_speed,"1.194",m/s,,,,,,,,,,,,,,,,,,,,,,
Definition,8,unknown,unknown,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|69|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"885603521",,unknown,"3998",,unknown,"29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603522",s,position_lat,"-455190005",semicircles,position_long,"1722625397",semicircles,distance,"4.19",m,speed,"1.372",m/s,unknown,"100",,heart_rate,"85",bpm,cadence,"55",rpm,enhanced_speed,"1.372",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|8|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"180|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603524",s,position_lat,"-455189960",semicircles,position_long,"1722624467",semicircles,distance,"6.96",m,speed,"1.446",m/s,unknown,"100",,heart_rate,"88",bpm,cadence,"55",rpm,enhanced_speed,"1.446",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|65|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603525",s,position_lat,"-455189758",semicircles,position_long,"1722624018",semicircles,distance,"9.1",m,speed,"1.586",m/s,unknown,"100",,heart_rate,"89",bpm,cadence,"53",rpm,enhanced_speed,"1.586",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603528",s,position_lat,"-455191027",semicircles,position_long,"1722623557",semicircles,distance,"19.18",m,speed,"3.732",m/s,unknown,"100",,heart_rate,"92",bpm,cadence,"72",rpm,enhanced_speed,"3.732",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|69|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"2|136|94|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603531",s,position_lat,"-455192299",semicircles,position_long,"1722623031",semicircles,distance,"31.47",m,speed,"3.798",m/s,unknown,"300",,heart_rate,"89",bpm,cadence,"77",rpm,enhanced_speed,"3.798",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|101|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603533",s,position_lat,"-455192989",semicircles,position_long,"1722622894",semicircles,distance,"37.98",m,speed,"3.228",m/s,unknown,"300",,heart_rate,"92",bpm,cadence,"77",rpm,enhanced_speed,"3.228",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603534",s,position_lat,"-455193301",semicircles,position_long,"1722622777",semicircles,distance,"41.0",m,speed,"3.154",m/s,unknown,"300",,heart_rate,"93",bpm,cadence,"77",rpm,enhanced_speed,"3.154",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"2|104|28|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603536",s,position_lat,"-455193907",semicircles,position_long,"1722622549",semicircles,distance,"46.88",m,speed,"3.051",m/s,unknown,"300",,heart_rate,"98",bpm,cadence,"78",rpm,enhanced_speed,"3.051",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|113|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603537",s,position_lat,"-455194246",semicircles,position_long,"1722622396",semicircles,distance,"50.22",m,speed,"3.051",m/s,unknown,"100",,heart_rate,"101",bpm,cadence,"78",rpm,enhanced_speed,"3.051",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603538",s,position_lat,"-455194576",semicircles,position_long,"1722622280",semicircles,distance,"53.4",m,speed,"3.088",m/s,unknown,"100",,heart_rate,"104",bpm,cadence,"78",rpm,enhanced_speed,"3.088",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"192|0|212|240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|8|40|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603540",s,position_lat,"-455195246",semicircles,position_long,"1722622100",semicircles,distance,"59.76",m,speed,"3.126",m/s,unknown,"100",,heart_rate,"108",bpm,cadence,"78",rpm,enhanced_speed,"3.126",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|109|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603542",s,position_lat,"-455195952",semicircles,position_long,"1722621972",semicircles,distance,"66.39",m,speed,"3.163",m/s,unknown,"100",,heart_rate,"112",bpm,cadence,"78",rpm,enhanced_speed,"3.163",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"2|224|28|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|121|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603546",s,position_lat,"-455197319",semicircles,position_long,"1722621748",semicircles,distance,"79.19",m,speed,"3.219",m/s,unknown,"300",,heart_rate,"115",bpm,cadence,"78",rpm,enhanced_speed,"3.219",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|40|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603549",s,position_lat,"-455198430",semicircles,position_long,"1722621685",semicircles,distance,"89.51",m,speed,"3.238",m/s,unknown,"100",,heart_rate,"118",bpm,cadence,"78",rpm,enhanced_speed,"3.238",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|117|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603553",s,position_lat,"-455199782",semicircles,position_long,"1722621538",semicircles,distance,"102.13",m,speed,"3.2",m/s,unknown,"100",,heart_rate,"121",bpm,cadence,"78",rpm,enhanced_speed,"3.2",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|113|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|113|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603558",s,position_lat,"-455201527",semicircles,position_long,"1722621250",semicircles,distance,"118.52",m,speed,"3.2",m/s,unknown,"100",,heart_rate,"124",bpm,cadence,"78",rpm,enhanced_speed,"3.2",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|24|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|109|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603564",s,position_lat,"-455203925",semicircles,position_long,"1722620965",semicircles,distance,"140.9",m,speed,"3.256",m/s,unknown,"100",,heart_rate,"125",bpm,cadence,"77",rpm,enhanced_speed,"3.256",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|109|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|105|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603570",s,position_lat,"-455206224",semicircles,position_long,"1722620455",semicircles,distance,"162.64",m,speed,"3.303",m/s,unknown,"100",,heart_rate,"127",bpm,cadence,"78",rpm,enhanced_speed,"3.303",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|24|48|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|105|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603577",s,position_lat,"-455208519",semicircles,position_long,"1722619006",semicircles,distance,"186.48",m,speed,"3.322",m/s,unknown,"100",,heart_rate,"128",bpm,cadence,"78",rpm,enhanced_speed,"3.322",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|101|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|97|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603583",s,position_lat,"-455210515",semicircles,position_long,"1722617594",semicircles,distance,"207.72",m,speed,"3.368",m/s,unknown,"100",,heart_rate,"129",bpm,cadence,"78",rpm,enhanced_speed,"3.368",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|56|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|97|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"2|112|4|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603589",s,position_lat,"-455212356",semicircles,position_long,"1722616124",semicircles,distance,"228.02",m,speed,"3.34",m/s,unknown,"300",,heart_rate,"131",bpm,cadence,"78",rpm,enhanced_speed,"3.34",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|101|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|8|32|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|97|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|40|48|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603596",s,position_lat,"-455213905",semicircles,position_long,"1722613845",semicircles,distance,"250.14",m,speed,"3.34",m/s,unknown,"100",,heart_rate,"132",bpm,cadence,"77",rpm,enhanced_speed,"3.34",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|97|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|40|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|93|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"86|1|10|241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"46|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|89|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|3|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|32|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|2|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|85|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603611",s,position_lat,"-455214180",semicircles,position_long,"1722612993",semicircles,distance,"261.22",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"129",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"52|240|3|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|24|56|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|2|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|81|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603615",s,position_lat,"-455213859",semicircles,position_long,"1722613038",semicircles,distance,"264.55",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"126",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|96|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|2|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|73|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603619",s,position_lat,"-455213977",semicircles,position_long,"1722613096",semicircles,distance,"265.5",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"123",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|48|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|0|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|61|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"36|240|7|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603624",s,position_lat,"-455214084",semicircles,position_long,"1722613109",semicircles,distance,"266.41",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"120",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|2|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603626",s,position_lat,"-455214161",semicircles,position_long,"1722613023",semicircles,distance,"267.48",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"117",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"7|45|6|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"4|192|0|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885603628",s,position_lat,"-455214131",semicircles,position_long,"1722613206",semicircles,distance,"268.68",m,speed,"0.0",m/s,unknown,"100",,heart_rate,"114",bpm,cadence,"0",rpm,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"6|0|0|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,8,unknown,unknown,"0|2|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
