Data,9,unknown,unknown,"6|24|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846887",s,position_lat,"-452881096",semicircles,position_long,"1723009560",semicircles,distance,"13.5",m,speed,"2.566",m/s,unknown,"100",,heart_rate,"88",bpm,cadence,"0",rpm,enhanced_speed,"2.566",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|117|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|3|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|48|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846892",s,position_lat,"-452879858",semicircles,position_long,"1723009834",semicircles,distance,"25.99",m,speed,"2.538",m/s,unknown,"100",,heart_rate,"89",bpm,cadence,"75",rpm,enhanced_speed,"2.538",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|113|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846894",s,position_lat,"-452879523",semicircles,position_long,"1723009384",semicircles,distance,"30.53",m,speed,"2.407",m/s,unknown,"100",,heart_rate,"93",bpm,cadence,"76",rpm,enhanced_speed,"2.407",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|0|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846895",s,position_lat,"-452879331",semicircles,position_long,"1723009137",semicircles,distance,"33.07",m,speed,"2.407",m/s,unknown,"100",,heart_rate,"97",bpm,cadence,"76",rpm,enhanced_speed,"2.407",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846896",s,position_lat,"-452879147",semicircles,position_long,"1723008903",semicircles,distance,"35.51",m,speed,"2.463",m/s,unknown,"100",,heart_rate,"100",bpm,cadence,"75",rpm,enhanced_speed,"2.463",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|109|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846897",s,position_lat,"-452878976",semicircles,position_long,"1723008653",semicircles,distance,"37.94",m,speed,"2.463",m/s,unknown,"100",,heart_rate,"103",bpm,cadence,"75",rpm,enhanced_speed,"2.463",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846898",s,position_lat,"-452878798",semicircles,position_long,"1723008391",semicircles,distance,"40.48",m,speed,"2.463",m/s,unknown,"100",,heart_rate,"106",bpm,cadence,"75",rpm,enhanced_speed,"2.463",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846899",s,position_lat,"-452878615",semicircles,position_long,"1723008151",semicircles,distance,"42.93",m,speed,"2.491",m/s,unknown,"100",,heart_rate,"109",bpm,cadence,"75",rpm,enhanced_speed,"2.491",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|105|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846902",s,position_lat,"-452878016",semicircles,position_long,"1723007465",semicircles,distance,"50.46",m,speed,"2.529",m/s,unknown,"100",,heart_rate,"112",bpm,cadence,"75",rpm,enhanced_speed,"2.529",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|24|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|101|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846905",s,position_lat,"-452877453",semicircles,position_long,"1723006788",semicircles,distance,"57.65",m,speed,"2.501",m/s,unknown,"100",,heart_rate,"115",bpm,cadence,"76",rpm,enhanced_speed,"2.501",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|97|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846909",s,position_lat,"-452876579",semicircles,position_long,"1723005664",semicircles,distance,"69.31",m,speed,"2.585",m/s,unknown,"100",,heart_rate,"118",bpm,cadence,"77",rpm,enhanced_speed,"2.585",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|72|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|93|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846913",s,position_lat,"-452875778",semicircles,position_long,"1723004572",semicircles,distance,"80.27",m,speed,"2.622",m/s,unknown,"100",,heart_rate,"121",bpm,cadence,"77",rpm,enhanced_speed,"2.622",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|24|32|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|89|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"2|136|20|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"226|0|240|240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846920",s,position_lat,"-452874506",semicircles,position_long,"1723002279",semicircles,distance,"100.98",m,speed,"2.687",m/s,unknown,"300",,heart_rate,"120",bpm,cadence,"76",rpm,enhanced_speed,"2.687",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|109|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846922",s,position_lat,"-452874135",semicircles,position_long,"1723001441",semicircles,distance,"108.06",m,speed,"2.725",m/s,unknown,"300",,heart_rate,"117",bpm,cadence,"76",rpm,enhanced_speed,"2.725",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"2|136|29|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|133|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|72|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846929",s,position_lat,"-452873121",semicircles,position_long,"1722998617",semicircles,distance,"130.89",m,speed,"2.837",m/s,unknown,"100",,heart_rate,"116",bpm,cadence,"77",rpm,enhanced_speed,"2.837",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|133|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|80|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|133|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|40|72|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846937",s,position_lat,"-452872487",semicircles,position_long,"1722995670",semicircles,distance,"153.34",m,speed,"2.855",m/s,unknown,"100",,heart_rate,"119",bpm,cadence,"75",rpm,enhanced_speed,"2.855",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|129|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|64|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|129|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|72|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846944",s,position_lat,"-452872863",semicircles,position_long,"1722992804",semicircles,distance,"174.83",m,speed,"2.93",m/s,unknown,"100",,heart_rate,"121",bpm,cadence,"77",rpm,enhanced_speed,"2.93",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|125|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|8|56|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|121|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846951",s,position_lat,"-452873065",semicircles,position_long,"1722989748",semicircles,distance,"197.42",m,speed,"3.023",m/s,unknown,"100",,heart_rate,"122",bpm,cadence,"78",rpm,enhanced_speed,"3.023",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|32|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"56|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|121|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"54|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|117|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846958",s,position_lat,"-452872917",semicircles,position_long,"1722986682",semicircles,distance,"220.03",m,speed,"3.088",m/s,unknown,"100",,heart_rate,"124",bpm,cadence,"76",rpm,enhanced_speed,"3.088",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|0|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|117|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846964",s,position_lat,"-452872843",semicircles,position_long,"1722983918",semicircles,distance,"240.38",m,speed,"3.126",m/s,unknown,"100",,heart_rate,"125",bpm,cadence,"77",rpm,enhanced_speed,"3.126",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|113|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|113|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846971",s,position_lat,"-452872630",semicircles,position_long,"1722980913",semicircles,distance,"262.68",m,speed,"3.144",m/s,unknown,"100",,heart_rate,"126",bpm,cadence,"76",rpm,enhanced_speed,"3.144",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|32|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|109|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|109|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846978",s,position_lat,"-452872103",semicircles,position_long,"1722977957",semicircles,distance,"285.05",m,speed,"3.154",m/s,unknown,"100",,heart_rate,"127",bpm,cadence,"76",rpm,enhanced_speed,"3.154",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"48|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|105|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"50|1|0|241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846984",s,position_lat,"-452871350",semicircles,position_long,"1722975767",semicircles,distance,"303.01",m,speed,"3.126",m/s,unknown,"100",,heart_rate,"128",bpm,cadence,"76",rpm,enhanced_speed,"3.126",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|48|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"46|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|101|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|16|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"46|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|101|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,7,record,timestamp,"885846991",s,position_lat,"-452869682",semicircles,position_long,"1722976228",semicircles,distance,"320.08",m,speed,"2.976",m/s,unknown,"100",,heart_rate,"129",bpm,cadence,"76",rpm,enhanced_speed,"2.976",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|8|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"44|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"7|97|2|0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"52|240|11|8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"6|0|24|16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,unknown,unknown,"46|3|0|24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
